30000023,Fovihi,0.869394349221088,-8.15533441122512E16,5.04512574116074E16,-5.11546338809836E16
30000024,Kiereend,0.840834548322929,-7.74790809111428E16,5.1134179715466896E16,-4.78852334824982E16
30000025,Rashy,0.803265994106465,-7.4181058770878304E16,5.0998790158899696E16,-4.4291930310919904E16
30000026,Ordize,0.695564173138387,-6.6874602332344E16,4.73055394392106E16,-4.1604451379855104E16
30000027,Psasa,0.74991328878682,-7.2183885785340304E16,4.29844098654126E16,-4.50812039936184E16
30000028,Eshtah,0.768432631428651,-7.1223584228662E16,5.0752785941188896E16,-4.6482687207261E16
30000029,Lachailes,0.573051226792107,-6.14187009632582E16,3.9508226756646304E16,-3.6346375132950896E16
30000030,Kasrasi,0.573075677011312,-5.9932279484658E16,4.3233411197129296E16,-4.15647245053966E16
30000031,Mohas,0.681783438209048,-8.0931368391397696E16,2.66124516712007E16,-2.61741709307935E16
30000032,Hasiari,0.798187617055237,-8.7895710227609504E16,3.90624663821354E16,-2.68005754625334E16
30000033,Radima,0.75391995235005,-8.6669709447701792E16,3.02538914921902E16,-2.31092186396052E16
30000034,Alkez,0.782122909851242,-8.0605644803163808E16,3.6589580336539296E16,-2.24090232773571E16
30000035,Nimambal,0.594050570256138,-7.8972929108395104E16,2.20216957337664E16,-3.04376977447003E16
30000036,Yishinoon,0.42471818203938,-6.9082798590932E16,1.51946413719526E16,-2.87808774009534E16
30000037,Uplingur,0.422069314931671,-6.6223420001743E16,1.63260506637112E16,-2.57304070269525E16
30000038,Dooz,0.423728855186249,-6.21272775923776E16,4.8759951230412E16,-7.7061875158752096E16
30000039,Bayuka,0.400722036484829,-5.9779356765873904E16,3.9123118951290304E16,-7.3224273778575504E16
30000040,Uzistoon,0.390645600822198,-5.78930842937134E16,4.58330218799978E16,-7.48380235690044E16
30000041,Bairshir,0.36408774701497,-5.95005366386288E16,3.06020002150195E16,-7.0450499247601504E16
30000042,Moh,0.472835003937131,-6.26740591678738E16,3.37682902063152E16,-6.42457573257148E16
30000043,Sari,0.379343121688665,-6.27794236677204E16,5.20394343065736E16,-8.18461458923476E16
30000044,Faspera,0.12825847580852,-8.7275787061837696E16,2.44225023492625E16,-1.07306739389600992E17
30000045,Jaymass,0.216311339767522,-8.2887953753333104E16,3.22770609137277E16,-9.9630396320491904E16
30000046,Mifrata,0.303802990131855,-7.8639929616778E16,4.26404601128166E16,-9.4549571824356304E16
30000047,Majamar,0.369186257658592,-7.3381467136228096E16,3.39740769857685E16,-8.4124835282852192E16
30000048,Ihal,0.492701244651463,-8.4811359818445408E16,4.71687564307616E16,-8.40600804772256E16
30000049,Camal,0.212976884921542,-8.9393067632056192E16,4.0323443484050304E16,-1.03505841227187008E17
30000050,Fera,0.477246353538886,-7.4299224152638896E16,3.9382745820237104E16,-7.89993327663872E16
30000051,Juddi,0.649136638606088,-8.16960298037552E16,4.33124749265828E16,-7.1958178282436304E16
30000052,Maspah,0.799900976516899,-8.4298169522780304E16,4.0933231824812E16,-5.7665504477869504E16
30000053,Ibaria,0.730978722487679,-8.5000827583159296E16,4.3133101361465104E16,-6.68611687634074E16
30000054,Shala,0.715563758408769,-8.50396054269296E16,3.32538503855706E16,-5.78339243559806E16
30000055,Zemalu,0.725158525323317,-7.8353005942623296E16,3.7708303599870304E16,-5.8441885318365E16
30000056,Khankenirdia,0.613595835446554,-7.6447984592627104E16,4.23233960707872E16,-7.14953454787194E16
30000057,Nikh,0.774198460516647,-8.5714432605002096E16,6.64851805809432E16,-6.1024775895002304E16
30000058,Amphar,0.702186994980565,-8.1506260408812096E16,7.1942058569451904E16,-6.00772641849292E16
30000059,Salashayama,0.665586231399705,-7.8462144495839696E16,7.57217449393156E16,-5.3501874200793504E16
30000060,Janus,0.545570545274901,-6.7019723134447696E16,7.5145506477540304E16,-5.6751705435097904E16
30000061,Agha,0.718782620789887,-8.55291288051228E16,6.8585914092815E16,-6.46907203926126E16
30000062,Iosantin,0.450343350098048,-6.04263493825866E16,7.5280217078275296E16,-5.9383802160235904E16
30000063,Orva,0.509949588827775,-5.8831333756248496E16,6.50717915302942E16,-5.8535541425382304E16
30000064,Zet,0.569697661152562,-6.18991129088736E16,6.3390250691681104E16,-5.77789872380622E16
30000065,Akhrad,0.358476524759994,-5.54678100921198E16,7.5041947502068E16,-6.5667847016388E16
30000066,Pirohdim,0.628696090011916,-6.6053705321788096E16,6.0016694152712496E16,-6.08303349138E16
30000067,Sharir,0.396848687035075,-6.0941548092406896E16,7.7995677851633696E16,-6.56721581177466E16
30000068,Usroh,0.597457508093388,-8.3511864320234096E16,7.8631957879831904E16,-6.37397620084526E16
30000069,Thiarer,0.542032780841138,-6.00382546012184E16,5.69603196351128E16,-6.15744045628718E16
30000070,Gomati,0.387421323795231,-1.02466093278155008E17,6.17391229871266E16,-9.2805341321059904E16
30000071,Jangar,0.527328625423247,-1.03711104103328992E17,7.1636002389670496E16,-8.16962063677692E16
30000072,Nakah,0.363864338436054,-1.15776531141552E17,8.1776967342702304E16,-9.8226669274008704E16
30000073,Irshah,0.429506645047493,-9.53234439861444E16,6.0897202373633296E16,-8.9454401512341104E16
30000074,Hasateem,0.426496411960909,-1.09124883950156E17,6.86474735240968E16,-9.1822983992110496E16
30000075,Assah,0.297802198707538,-1.15655018402866E17,7.4112145986631696E16,-1.0318839407144E17
30000076,Tidacha,0.820099044824579,-9.6666131425390896E16,6.5065656728686E16,-5.62087714810792E16
30000077,Odlib,0.824516600898814,-1.00580464528326E17,6.17117475199744E16,-5.5983784947667696E16
30000078,Jofan,0.779548203790202,-1.07343994369715008E17,6.01532485766348E16,-5.5559557102143296E16
30000079,Milu,0.769625317613343,-9.6066093767465792E16,6.8304706530540304E16,-6.00428195134436E16
30000080,Yadi,0.750268475690111,-1.07977718946196E17,6.1286366636039904E16,-6.0141607008473504E16
30000081,Buftiar,0.70874129661025,-1.12289887271664E17,6.59240249707374E16,-5.78193725489056E16
30000082,Jarizza,0.765430980328268,-9.9552082879404992E16,4.8386295721765904E16,-6.52665320138424E16
30000083,Ejahi,0.728910235177822,-1.06306688887847008E17,5.9731533376764896E16,-6.5513066698408896E16
30000084,Asghatil,0.794778167987924,-9.5555831489462896E16,4.33534138656864E16,-6.1405745587947696E16
30000085,Bar,0.665838129516353,-9.8443107172810704E16,5.41542236889396E16,-7.4272136309516704E16
30000086,Sucha,0.658264787119109,-1.0627609183753E17,5.2625499381688E16,-7.2085421990848496E16
30000087,Gelhan,0.701676427641211,-1.01293245585079008E17,6.2616846009737904E16,-6.9804856608659104E16
30000088,Akeva,0.664834848645296,-9.47094724950392E16,6.2114404413655E16,-7.38014096288304E16
30000089,Sosa,0.301179027437288,-8.34869173143548E16,7.11881996138086E16,-9.4156974663561792E16
30000090,Ilahed,0.31594346592522,-8.1795663334184192E16,7.52612296266488E16,-9.0706702954643104E16
30000091,Eshwil,0.218968471462247,-8.8681978645793296E16,8.2300286639160992E16,-9.7642794568668E16
30000092,Aranir,0.242788606982275,-8.4224358460811008E16,6.6954736263958704E16,-1.00539545847312992E17
30000093,Ishkad,0.366035538407793,-8.4112961361626208E16,7.7363606181604896E16,-8.6139083467917504E16
30000094,Hahyil,0.208114841651135,-8.89581613496796E16,6.8462213202648896E16,-1.04268722287202E17
30000095,Asilem,0.284997695535313,-5.9828504059703296E16,6.66295526091308E16,-8.5659028328457792E16
30000096,Mahnagh,0.205003377966423,-6.08738873394272E16,5.9027758123983696E16,-9.6570831066938E16
30000097,Shach,0.326043080242139,-6.05172466787748E16,6.08916180177174E16,-8.38906968543728E16
30000098,Kehrara,0.364844024330709,-7.3665197946545408E16,7.17009830841758E16,-8.5410625009387696E16
30000099,Arena,0.44232988166039,-6.8548626619899296E16,7.06345738437482E16,-7.6325081413372096E16
30000100,Timeor,0.314131068744228,-5.6617016616469504E16,5.5052089301391E16,-8.21731127846264E16
30000101,Uhtafal,0.499612285528816,-7.3016369800946592E16,7.1832412683630304E16,-7.3973081225141696E16
30000102,Dysa,0.236195309177862,-6.1365930431327904E16,7.1685882544268096E16,-8.99731094296644E16
30000103,Serad,0.525836373084704,-6.9237792256978896E16,6.8408660502674E16,-7.0906262138822096E16
30000104,Mahti,0.228281786364499,-5.93589324009006E16,7.5993899779582592E16,-8.7114289959390304E16
30000105,Abha,0.434101313134241,-7.7433814344717104E16,8.3078598142142304E16,-7.2003290355774E16
30000106,Shedoo,0.506117738531189,-8.94335596169336E16,4.69003731731622E16,-8.3758112088624896E16
30000107,Gamis,0.473906173726494,-1.02362648910611008E17,4.0596126609599E16,-8.2548921662377792E16
30000108,Nieril,0.35344020773032,-1.01098098348746E17,3.29218618449338E16,-8.7753326166026E16
30000109,Berta,0.489557233914793,-8.53722444342632E16,3.34975590023366E16,-7.8714012881177904E16
30000110,Bekirdod,0.405349115293902,-1.0667189657529E17,4.6086783476644496E16,-8.8535511544047008E16
30000111,Hothomouh,0.422981028077878,-1.01697231116600992E17,3.16926203818261E16,-8.1341099605773696E16
30000112,Arnola,0.462835402531606,-5.3452237678029296E16,4.2084870177526096E16,-4.1304027925528496E16
30000113,Astabih,0.408817589130305,-5.15086812595122E16,3.7530617128969904E16,-3.7584959768268304E16
30000114,Ubtes,0.336073246471394,-4.9948673102319296E16,2.94307863510707E16,-3.59922799350598E16
30000115,Bimener,0.27004119778905,-4.6389524007614704E16,2.62774811624212E16,-3.93678283353748E16
30000116,Kenobanala,0.289398349428228,-4.48955948853822E16,3.28807792758701E16,-3.6250328056568896E16
30000117,Khabi,0.248618615189356,-4.4916061582761296E16,2.55876598481696E16,-4.3134851980218304E16
30000118,Uanzin,0.433972025380546,-5.27413767535792E16,3.89345124627542E16,-4.81218474837588E16
30000119,Itamo,0.671738342770413,-1.12560103587756E17,4.79283339319588E16,1.11978825842975008E17
30000120,Mitsolen,0.633705945033036,-1.20342524769332E17,4.01960587339444E16,1.14066274472987008E17
30000121,Jatate,0.63742813303159,-1.13233135699432992E17,4.35358402169136E16,9.98387784917468E16
30000122,Mahtista,0.658237550866042,-1.19280441488416992E17,4.19549311655408E16,1.07985141986103008E17
30000123,Vaankalen,0.647170374351955,-1.03816549528156E17,5.4052415728730096E16,1.03154736580374E17
30000124,Kylmabe,0.73193132040608,-1.1455264912827E17,5.2214525295879104E16,1.16245911522904E17
30000125,Ahtulaima,0.61268891517586,-1.02314240978147008E17,5.15208739769004E16,1.14451455950439008E17
30000126,Geras,0.650146461702381,-1.08837334945851008E17,7.39685485082592E16,8.8911114430602896E16
30000127,Sirseshin,0.747992815656222,-1.22129903072428E17,7.72944502971872E16,8.3749938652043808E16
30000128,Tuuriainas,0.610848926567931,-1.12954466387456E17,8.2223399016553696E16,8.7844469915899696E16
30000129,Unpas,0.945964552643781,-1.28835093262736992E17,6.4756684486083104E16,9.8338125228173504E16
30000130,Shihuken,0.874584974790593,-1.22231920215348992E17,7.19353118887792E16,9.5573171534548304E16
30000131,Nomaa,0.606936086220431,-1.02548997380212992E17,7.5165714802187008E16,9.4340483397353792E16
30000132,Ansila,0.912017009910029,-1.41907839349532992E17,5.5430726626926E16,1.09208016114026E17
30000133,Hirtamon,0.974726206929074,-1.3377230510699E17,6.1593299351291904E16,1.11641750668068E17
30000134,Hykkota,0.823653465298516,-1.46700680788356E17,5.13922654325632E16,1.05853589168420992E17
30000135,Outuni,0.734172299176997,-1.48747791926887008E17,4.61212485240934E16,1.07892563654426E17
30000136,Ohmahailen,0.663810822884121,-1.49794153665097984E17,4.29064891311058E16,1.04942953561996992E17
30000137,Eskunen,0.625293934883188,-1.53519004289575008E17,4.26616980148278E16,1.05342914908028E17
30000138,Ikuchi,0.986814622613172,-1.37996816819160992E17,6.3157462493689E16,1.14295800169879008E17
30000139,Urlen,0.959995210823471,-1.39376796022883008E17,7.1476647043998E16,9.9524016578104608E16
30000140,Maurasi,0.912747592952945,-1.25986646920959008E17,5.85222582205886E16,1.10028861626783008E17
30000141,Kisogo,1.0,-1.36079097582848E17,6.7458193520383E16,8.91820075749524E16
30000142,Jita,0.945913116664839,-1.29064861734878E17,6.07553069099636E16,1.1746922706009E17
30000143,Niyabainen,0.963923600275241,-1.44006154015412E17,6.6582208175810304E16,1.0790963149708E17
30000144,Perimeter,0.953123230586721,-1.43265233088943008E17,6.4923714928938896E16,1.04178623206742E17
30000145,New Caldari,1.0,-1.36591309420335008E17,6.8606618110891104E16,1.14489542252206E17
30000146,Saisio,0.652440258329975,-1.02163624625311008E17,6.8025013230596096E16,9.8881007684084704E16
30000147,Abagawa,0.625297524039895,-9.3195238525388E16,5.9626073427345104E16,8.7534666505000896E16
30000148,Jakanerva,0.743252264884049,-1.077362089753E17,6.5737182606348096E16,1.12001668795974E17
30000149,Gekutami,0.699187208282053,-9.5409084828413408E16,6.74807568869246E16,1.11772143099082E17
30000150,Hurtoken,0.585977998383649,-9.0096108247644704E16,6.4213530142788896E16,8.6727475266120896E16
30000151,Uoyonen,0.698780410423346,-9.7930895335323808E16,7.3716882694876992E16,1.16754753932848E17
30000152,Hampinen,0.541326681546124,-8.6125296770952896E16,6.38308157025176E16,9.06408004836968E16
30000153,Poinen,0.558052576749366,-9.8339802584918096E16,7.8354963012337792E16,9.4106146334551392E16
30000154,Liekuri,0.600608295226023,-9.78916613682364E16,7.85971525700876E16,1.01436453611752992E17
30000155,Obanen,0.561731733234103,-9.2264165649074704E16,8.69101624873192E16,9.94790222141096E16
30000156,Josameto,0.577656292856276,-9.21303155086644E16,7.3322563317140096E16,9.8168800459992E16
30000157,Otela,0.531906740544569,-8.9620400993906096E16,7.5048904312138304E16,9.35019741389732E16
30000158,Olo,0.676040546591996,-8.2674429158756896E16,9.1778683478204896E16,1.0019445172953E17
30000159,Ikami,0.532008285238633,-8.1145003338444192E16,6.34739586760046E16,8.4834033564302592E16
30000160,Reisen,0.518560559323966,-7.7053481017230592E16,6.2725338224276896E16,8.2171575207533296E16
30000161,Purjola,0.520526760999043,-7.7427722890398896E16,5.67026801106976E16,8.61311013087868E16
30000162,Maila,0.440715381231804,-7.5053269661560304E16,5.38248941905358E16,9.2250562872996608E16
30000163,Akora,0.324624876237477,-6.7075105340374496E16,4.9557054291704304E16,9.4326218506763008E16
30000164,Messoya,0.315086024165665,-5.94997972772636E16,4.39625518937266E16,8.5605058633408896E16
30000165,Ishisomo,0.650831543137427,-8.1148409550040992E16,8.7876671367977408E16,1.1566544302916E17
30000166,Airmia,0.623113151529817,-7.6288584186496304E16,8.3095211718440704E16,1.15923520577851008E17
30000167,Sakkikainen,0.594888748666231,-7.7161361552657104E16,8.4780754185008E16,1.18987926624496992E17
30000168,Friggi,0.509152956046691,-7.3875772452842096E16,9.6063142669244E16,1.200272993755E17
30000169,Ihakana,0.380808678105576,-7.12226131273562E16,1.0226415651806E17,1.21304533109936E17
30000170,Vahunomi,0.531591775705391,-7.9721471709403104E16,8.6083863941689904E16,1.2382244449757E17
30000171,Otitoh,0.481666891250913,-6.7227266627176E16,9.5976161045140992E16,1.17443205957308E17
30000172,Otomainen,0.479158600448412,-7.7781167009086208E16,1.01875086740644E17,1.18873630934831008E17
30000173,Vattuolen,0.708073071152356,-8.7946832829668E16,7.6038927357502592E16,1.16470441932998E17
30000174,Onuse,0.74042706302931,-8.50858357384056E16,6.7976165267857504E16,1.20548162843502E17
30000175,Soshin,0.634221027653938,-8.8744511689196704E16,8.2634473212851808E16,1.19698603628368992E17
30000176,Keikaken,0.721319230528388,-8.53788729368788E16,6.9231610131567904E16,1.24052345392799008E17
30000177,Ukkalen,0.645119862891427,-8.44731222644732E16,6.7280694585549E16,1.29160044383988992E17
30000178,Akkilen,0.689045573282256,-8.3260187212346208E16,7.52312046010936E16,1.2211378426077E17
30000179,Silen,0.522202878825245,-9.54715222330916E16,8.8916004792328304E16,1.22998899028655008E17
30000180,Osmon,0.680264298142202,-7.7217221952518496E16,9.4499632012502496E16,9.8490970700104992E16
30000181,Korsiki,0.64316575942058,-7.0721980938047296E16,9.07887299352596E16,1.00083466612427008E17
30000182,Inaya,0.552350223791814,-7.9911211676856304E16,1.03825942684023008E17,9.9120325319939392E16
30000183,Nuken,0.761305682290648,-7.61807698626136E16,9.4917432117308992E16,1.05753962994864992E17
30000184,Uminas,0.483909154233965,-7.65295791790956E16,1.00378874729532E17,9.2674264705223696E16
30000185,Airaken,0.503991882209186,-6.6183994757205104E16,8.6707994419894896E16,9.93216743630604E16
30000186,Oijanen,0.351968653443131,-6.1751814485781696E16,8.1424075328876192E16,9.8236056587453408E16
30000187,Wuos,0.561773868395155,-7.6860342195053104E16,1.04375115228575008E17,1.00137193531918E17
30000188,Hentogaira,0.566958279783441,-8.7348266537600704E16,7.9653397993404192E16,1.29343994527352992E17
30000189,Kiainti,0.528522107079191,-8.6248913562827904E16,7.55658172084252E16,1.33868723702964E17
30000190,Vasala,0.493712282866752,-9.14728357328584E16,7.5263794103355296E16,1.36942244860315008E17
30000191,Walvalin,0.378683207106181,-8.71283341453492E16,7.9065538186072704E16,1.40857078227803008E17
30000192,Otanuomi,0.372287256353122,-8.7373257684406304E16,7.5689721980108992E16,1.42703848208880992E17
30000193,Vouskiaho,0.50027896261691,-9.8457320565911104E16,7.6531145318146096E16,1.37572842784503008E17
30000194,Otsela,0.38439987604487,-8.5132088119882E16,8.38108818994324E16,1.36751732425879008E17
30000195,Tasti,0.282290969372504,-5.61066108800702E16,3.49871547359785E16,8.273059854572E16
30000196,Otosela,0.238157130665322,-5.20985664938822E16,3.81085798831144E16,8.3103148348090208E16
30000197,Uemon,0.197446780605056,-4.72163837278374E16,3.84231145103746E16,8.1334279825707696E16
30000198,Paala,0.134378952162304,-4.22833983818358E16,3.6450209718984704E16,8.3241714215686E16
30000199,Fuskunen,0.224636623454764,-4.7004117151051E16,4.0016254920767296E16,7.7936800719028304E16
30000200,Akkio,0.162151414127479,-4.71051668707942E16,3.02928578727429E16,8.3317261489071296E16
30000201,Uchoshi,0.474179049770405,-1.00496692320560992E17,7.3759243099803504E16,1.41126808993396E17
30000202,Mastakomon,0.456966103874352,-9.87706331840044E16,6.87553397648134E16,1.42214368971923008E17
30000203,Eruka,0.417260815715143,-9.5218395829963392E16,6.5356266065741904E16,1.43376909747739008E17
30000204,Ohkunen,0.384886689527896,-9.5201798824679296E16,7.14782868866174E16,1.45820715800664992E17
30000205,Obe,0.346931481415948,-9.28424123805956E16,7.0825121430840304E16,1.47778397330120992E17
30000206,Wirashoda,0.493635790446035,-1.06151172886939008E17,7.8356382033995392E16,1.41377176585695008E17
30000207,Osaa,0.329198935484454,-8.93813629176632E16,6.4605950613365104E16,1.4710499737698E17
30000208,LZ-6SU,-0.172783127200583,-6.8172449900992E16,1.01512418601335008E17,1.61085355413504E17
30000209,MC6O-F,-0.280434953207596,-6.6438496887157296E16,1.13761178314460992E17,1.7564147357346E17
30000210,U54-1L,-0.268069767155334,-6.9083335639538E16,9.8904013912009904E16,1.73566053358377984E17
30000211,B-588R,-0.154770225621138,-7.09221676024122E16,1.02310922201076E17,1.56333918206502016E17
30000212,NCGR-Q,-0.260516532553661,-6.69088410129428E16,1.08886859078672E17,1.73211204085686016E17
30000213,G-LOIT,-0.157009298918178,-6.49396460465438E16,1.054341534493E17,1.59732802467187008E17
30000214,HE-V4V,-0.214402934407248,-6.21041035822768E16,1.05664288816528E17,1.68747212887081984E17
30000215,N-HSK0,-0.360440450217197,-9.9374194762868992E16,7.5527081053393296E16,1.92432419711808E17
30000216,05R-7A,-0.401775551126912,-9.1474049609722E16,7.70681473600288E16,1.94554997198436E17
30000217,7-UH4Z,-0.363871343617748,-9.6693042704499008E16,6.8535502542572704E16,1.96323137394761984E17
30000218,5ZO-NZ,-0.303460798394906,-8.9308581811670896E16,6.01743674711588E16,1.91930742852776992E17
30000219,FS-RFL,-0.37081582369648,-9.0040733398590304E16,7.55649613639656E16,1.91193971177705984E17
30000220,Y0-BVN,-0.439537250600359,-1.01434960175276992E17,7.48544779817332E16,2.04939572812472992E17
30000221,X97D-W,-0.427644902086071,-9.3691250626236704E16,7.6594899342877104E16,1.98627163703228E17
30000222,0-R5TS,-0.218626806080895,-6.72010468897618E16,9.82072606258496E16,1.68139788973304E17
30000223,H-UCD1,-0.172228763569322,-5.75497594929636E16,9.4083421911376992E16,1.63905404396880992E17
30000224,7-K5EL,-0.150502056347756,-5.3297402184123696E16,8.54139184703256E16,1.61981696701848E17
30000225,H-5GUI,-0.14051497995165,-4.8583576763082304E16,8.5887686911378208E16,1.49434316462172E17
30000226,FH-TTC,-0.137552925507157,-3.49915231775579E16,7.6517661964270208E16,1.53562600856128E17
30000227,FMBR-8,-0.138441088762176,-3.29641504103491E16,8.1221727632125792E16,1.56509952402279008E17
30000228,3HX-DL,-0.423819136317321,-9.7233850535019808E16,1.32877894012418E17,2.06797834159568E17
30000229,UH-9ZG,-0.462583591338292,-1.0286486281794E17,1.16894044393756E17,2.05097038372556E17
30000230,NFM-0V,-0.499122578810344,-9.46639631530556E16,1.22977434507384992E17,2.05484066413894016E17
30000231,YXIB-I,-0.506995055596772,-1.00633897174768992E17,1.17432050192052992E17,2.08708343703732992E17
30000232,MY-T2P,-0.377080782744659,-1.03893222396552E17,1.33504596495764992E17,2.072738504001E17
30000233,FA-DMO,-0.385582816498639,-9.6126772890110496E16,1.41215478180122E17,2.10434711827081984E17
30000234,GEKJ-9,-0.386353756942774,-1.09456397362479008E17,1.26122828058120992E17,2.07354201682523008E17
30000235,Q-R3GP,-0.355137999790533,-9.3404562371075904E16,1.42293209291223008E17,2.04846729634928992E17
30000236,N-5QPW,-0.39255790068384,-8.9011123159060304E16,1.45615391401048E17,2.11631682561256E17
30000237,XV-8JQ,-0.394929248493641,-1.07038244571488992E17,1.33961722383847008E17,2.14694771735750016E17
30000238,WBR5-R,-0.515803442829873,-6.98605257310702E16,1.07517086325632992E17,1.92416661384742016E17
30000239,4GYV-Q,-0.536556144751755,-7.33672463862552E16,9.41430525868132E16,1.96781511960287008E17
30000240,4-HWWF,-0.473026352922411,-7.9690779020361296E16,9.8060490731499392E16,1.91967321004940992E17
30000241,YMJG-4,-0.4168935403681,-8.4754366467009104E16,8.8761500030911504E16,1.90130703447417984E17
30000242,8TPX-N,-0.437191608873034,-7.3764500419563808E16,1.10098042286106E17,1.87627954483572E17
30000243,PM-DWE,-0.423652868907188,-7.3328696604297792E16,1.00276047037120992E17,1.86873879547470016E17
30000244,K8X-6B,-0.430215393485782,-9.57258845837008E16,1.0039140229632E17,1.93409583119636992E17
30000245,X445-5,-0.413753522841213,-1.03272195706387008E17,1.00106353492206E17,1.95674206253873984E17
30000246,KRUN-N,-0.386696738264425,-9.2863688329011296E16,9.45699524393536E16,1.88053738298371008E17
30000247,9OO-LH,-0.466964327084467,-1.02927256081692E17,1.04512607280680992E17,2.01945755536468992E17
30000248,V-OJEN,-0.316842710328014,-9.1454134674385296E16,8.0557616107879904E16,1.81930517394844992E17
30000249,EIDI-N,-0.406106435863468,-8.8685899835378592E16,9.8587187372732496E16,1.88428980700027008E17
30000250,P3EN-E,-0.274879667384582,-9.1245384661665904E16,1.01066106160534E17,1.74032373298672E17
30000251,49-0LI,-0.320104363997135,-9.4853099860667504E16,7.7695879510842704E16,1.83948936901616992E17
30000252,IPAY-2,-0.339133695085733,-8.9752419283866592E16,1.02802064829619008E17,1.8202218347958E17
30000253,DAYP-G,-0.392761280558785,-8.94941136733632E16,9.0635513123630896E16,1.88326382367881984E17
30000254,IFJ-EL,-0.291599233121908,-9.4493211159942592E16,1.16320061215154E17,1.80864424642184E17
30000255,47L-J4,-0.261392420478006,-9.49035897753948E16,1.18481725532344992E17,1.78000175832412992E17
30000256,Q-L07F,-0.322347187642882,-9.1661199973487504E16,1.11976378219027008E17,1.82193803578400992E17
30000257,E-D0VZ,-0.270338886557342,-9.55056284909112E16,1.24225254991960992E17,1.81937991932551008E17
30000258,6WW-28,-0.226655903923022,-8.6576917767956304E16,1.24313656628532E17,1.74149597006308992E17
30000259,A8A-JN,-0.270631753973245,-1.05807807623699008E17,1.12652681847536992E17,1.80532366824692E17
30000260,S-NJBB,-0.281586700497848,-1.073422066605E17,1.07640274018555008E17,1.80910257684705984E17
30000261,T-GCGL,-0.733996062073482,-6.83828699138922E16,1.11458156916144E17,2.06987537342967008E17
30000262,0MV-4W,-0.662740650451935,-6.6449392350513696E16,1.05588359907464992E17,2.01981936419679008E17
30000263,TVN-FM,-0.645798655286715,-7.1592852885650496E16,1.03957446635964E17,2.02046249815732992E17
30000264,V-NL3K,-0.763534235067045,-6.4062469296863104E16,1.18074519837996E17,2.08846549086736E17
30000265,AZBR-2,-0.709048211289033,-7.3272063737453504E16,9.7534845108461408E16,2.10054452068320992E17
30000266,Z-8Q65,-0.774685104548998,-7.4858990530627008E16,1.00697015807572992E17,2.16911516628947008E17
30000267,0J3L-V,-0.790707332680492,-7.2917148253216992E16,9.6480937779572704E16,2.21741730757535008E17
30000268,H-NOU5,-0.140606202412502,-5.7220361168829904E16,1.03573190306983008E17,1.58088080428412992E17
30000269,KX-2UI,-0.158273715712624,-5.30745417739016E16,1.20265059563423008E17,1.65984959149615008E17
30000270,MO-FIF,-0.11322386947009,-4.7696453581042E16,1.27996852889375008E17,1.62762167939070016E17
30000271,97-M96,-0.188873280848758,-5.2617785710757904E16,1.19935734951807008E17,1.69905104147564992E17
30000272,MA-XAP,-0.0972100661353091,-5.07327675776426E16,1.29914858897454E17,1.59250930191022016E17
30000273,C-J7CR,-0.0854802019277957,-4.9920238959554496E16,1.25162553440334E17,1.53974700969251008E17
